,NSW1,QLD1,SA1,TAS1,VIC1
2024-10-15 07:30:00,7565.62,5080.01,1437.48,1234.33,4373.43
2024-10-15 08:00:00,7429.66,4939.11,1348.96,1190.56,4028.08
2024-10-15 08:30:00,7208.8,4613.79,1099.65,1133.93,3562.49
2024-10-15 09:00:00,7124.26,4474.69,868.27,1063.18,3271.04
2024-10-15 09:30:00,7031.7,4304.06,818.71,1018.9,3042.36
2024-10-15 10:00:00,7094.42,4188.58,696.84,987.74,2959.69
2024-10-15 10:30:00,7135.15,4309.3,600.04,972.46,2969.38
2024-10-15 11:00:00,7131.38,4462.57,546.11,957.76,2736.35
2024-10-15 11:30:00,6910.26,4623.05,478.77,944.51,2735.79
2024-10-15 12:00:00,6718.22,4451.56,415.05,924.38,2961.53
2024-10-15 12:30:00,6897.8,4283.15,460.8,912.03,2970.79
2024-10-15 13:00:00,6920.02,4511.46,584.64,902.08,2875.41
2024-10-15 13:30:00,7012.65,4633.82,655.05,909.68,2992.48
2024-10-15 14:00:00,7056.31,4873.16,648.54,933.83,3207.33
2024-10-15 14:30:00,7200.54,5345.22,706.74,931.29,3417.08
2024-10-15 15:00:00,7363.95,6005.87,937.07,933.24,4031.03
2024-10-15 15:30:00,7698.7,6392.72,958.32,988.09,4449.22
2024-10-15 16:00:00,7900.8,6710.51,1118.94,1079.36,4753.05
2024-10-15 16:30:00,8215.33,7000.24,1212.17,1092.33,5024.33
2024-10-15 17:00:00,8416.94,7219.42,1314.18,1107.03,5244.3
2024-10-15 17:30:00,8632.61,7439.34,1562.26,1162.73,5405.51
2024-10-15 18:00:00,8767.37,7607.0,1628.4,1191.94,5486.7
2024-10-15 18:30:00,8799.45,7543.01,1695.84,1197.87,5485.71
2024-10-15 19:00:00,8621.57,7342.67,1691.91,1219.11,5475.57
2024-10-15 19:30:00,8415.14,7132.32,1648.14,1207.39,5279.19
2024-10-15 20:00:00,8228.84,6928.22,1609.12,1181.32,5130.53
2024-10-15 20:30:00,7968.58,6855.31,1574.3,1159.31,4928.53
2024-10-15 21:00:00,7766.46,6716.31,1549.59,1139.45,4752.16
2024-10-15 21:30:00,7629.04,6462.49,1513.21,1121.05,4517.74
2024-10-15 22:00:00,7462.51,6229.55,1453.19,1119.5,4373.3
2024-10-15 22:30:00,7335.96,6044.44,1418.16,1098.73,4253.65
2024-10-15 23:00:00,7222.29,5885.02,1376.94,1068.23,4407.22
2024-10-15 23:30:00,7058.44,5695.89,1430.83,1059.69,4389.52
2024-10-16 00:00:00,6875.72,5572.78,1461.82,1031.92,4230.17
2024-10-16 00:30:00,6715.89,5435.65,1495.6,989.6,4074.1
2024-10-16 01:00:00,6540.56,5353.28,1470.09,988.46,3978.53
2024-10-16 01:30:00,6353.97,5346.74,1417.8,994.49,3887.83
2024-10-16 02:00:00,6236.38,5301.44,1376.88,992.45,3824.73
2024-10-16 02:30:00,6029.36,5238.14,1341.5,995.6,3763.57
2024-10-16 03:00:00,5886.33,5260.1,1318.83,996.45,3739.69
2024-10-16 03:30:00,6025.95,5277.67,1302.66,999.26,3711.91
2024-10-16 04:00:00,6405.15,5308.43,1307.53,1011.39,3806.62
2024-10-16 04:30:00,6664.97,5416.33,1319.22,1043.06,4008.19
2024-10-16 05:00:00,7047.65,5506.1,1350.04,1080.26,4303.06
2024-10-16 05:30:00,7418.79,5574.27,1409.03,1127.7,4628.22
2024-10-16 06:00:00,7545.82,5508.24,1470.92,1192.7,4886.67
2024-10-16 06:30:00,7518.52,5413.56,1471.69,1240.08,5115.71
2024-10-16 07:00:00,7219.79,5311.26,1412.64,1209.82,5010.66
2024-10-16 07:30:00,6736.4,5135.8,1329.65,1127.02,4775.27
2024-10-16 08:00:00,6360.48,4947.24,1238.71,1061.12,4430.0
2024-10-16 08:30:00,6168.93,4962.39,1288.46,1019.14,3907.59
2024-10-16 09:00:00,6314.54,4767.26,1235.68,990.09,3535.04
2024-10-16 09:30:00,6522.88,4526.9,1244.71,940.05,3317.78
2024-10-16 10:00:00,6631.4,4582.41,1163.17,906.96,3027.2
2024-10-16 10:30:00,6655.58,5030.32,1174.42,876.72,2887.97
2024-10-16 11:00:00,6776.15,5047.1,938.4,878.24,2805.97
2024-10-16 11:30:00,6780.44,4917.14,959.13,876.48,2713.33
2024-10-16 12:00:00,6704.51,4823.96,777.01,915.94,2903.56
2024-10-16 12:30:00,6523.69,4869.51,705.44,909.8,2943.16
2024-10-16 13:00:00,6462.4,5091.1,620.32,910.39,2998.87
2024-10-16 13:30:00,6355.74,5074.02,768.95,926.23,3167.58
2024-10-16 14:00:00,6277.81,5310.56,900.48,917.49,3467.6
2024-10-16 14:30:00,6313.83,5400.26,965.74,944.93,3850.19
2024-10-16 15:00:00,6514.89,5732.67,997.37,993.58,4159.35
2024-10-16 15:30:00,6845.36,6123.05,1059.7,1014.34,4404.61
2024-10-16 16:00:00,7225.31,6529.17,1178.5,1054.77,4569.89
2024-10-16 16:30:00,7651.8,6851.04,1413.44,1112.27,4907.87
2024-10-16 17:00:00,8000.02,7135.42,1476.02,1169.15,5186.42
2024-10-16 17:30:00,8322.01,7379.11,1647.29,1190.94,5337.16
2024-10-16 18:00:00,8461.12,7441.63,1720.88,1171.73,5477.24
2024-10-16 18:30:00,8449.54,7436.44,1767.34,1150.2,5497.09
2024-10-16 19:00:00,8333.18,7273.61,1760.26,1154.33,5476.86
2024-10-16 19:30:00,8178.72,7066.81,1738.29,1160.23,5338.14
2024-10-16 20:00:00,7909.51,6926.92,1732.17,1153.12,5163.61
2024-10-16 20:30:00,7594.84,6912.86,1703.19,1129.68,4963.1
2024-10-16 21:00:00,7447.75,6718.25,1623.88,1063.66,4716.26
2024-10-16 21:30:00,7622.47,6390.44,1563.16,957.05,4597.83
2024-10-16 22:00:00,7549.66,6210.69,1501.82,919.71,4421.43
2024-10-16 22:30:00,7426.9,6045.85,1462.84,913.51,4328.9
2024-10-16 23:00:00,7290.57,5844.94,1435.88,917.02,4419.29
2024-10-16 23:30:00,7172.66,5710.15,1470.67,908.1,4452.2
2024-10-17 00:00:00,7031.42,5588.42,1487.91,933.37,4291.63
2024-10-17 00:30:00,6856.92,5471.84,1521.7,926.05,4102.46
2024-10-17 01:00:00,6675.98,5354.97,1488.37,955.77,4004.89
2024-10-17 01:30:00,6472.6,5325.27,1431.19,947.97,3884.84
2024-10-17 02:00:00,6407.85,5311.43,1411.11,946.09,3821.99
2024-10-17 02:30:00,6331.85,5281.5,1391.61,946.52,3806.38
2024-10-17 03:00:00,6305.12,5310.8,1362.66,946.14,3798.86
2024-10-17 03:30:00,6339.32,5275.28,1329.01,956.64,3760.24
2024-10-17 04:00:00,6487.16,5346.15,1326.19,979.39,3864.9
2024-10-17 04:30:00,6772.21,5465.17,1361.29,1002.65,4020.56
2024-10-17 05:00:00,7118.0,5629.45,1390.55,972.74,4296.67
2024-10-17 05:30:00,7519.99,5654.38,1439.8,1002.08,4575.53
2024-10-17 06:00:00,7560.36,5623.8,1497.64,1044.18,4762.45
2024-10-17 06:30:00,7408.52,5489.37,1542.67,1083.36,4759.82
2024-10-17 07:00:00,6994.64,5305.0,1529.32,1084.58,4430.82
2024-10-17 07:30:00,6425.48,4978.31,1531.53,1067.92,4143.07
2024-10-17 08:00:00,5858.12,4644.84,1533.6,1029.44,3943.08
2024-10-17 08:30:00,5316.1,4373.39,1510.68,1017.4,3746.89
2024-10-17 09:00:00,4823.38,4253.04,1429.8,986.63,3623.27
2024-10-17 09:30:00,4657.09,4133.58,1287.48,957.43,3487.18
2024-10-17 10:00:00,4341.83,4038.1,1196.38,917.89,3244.58
2024-10-17 10:30:00,4171.39,3950.21,1446.53,873.73,3219.57
2024-10-17 11:00:00,4106.19,3938.79,1456.46,869.11,3399.83
2024-10-17 11:30:00,4052.78,4001.93,1657.6,874.52,3313.32
2024-10-17 12:00:00,4045.3,4098.07,1493.13,867.59,3481.13
2024-10-17 12:30:00,4062.08,4043.27,1508.47,864.0,3821.43
2024-10-17 13:00:00,4152.88,4085.59,1428.71,889.0,4171.3
2024-10-17 13:30:00,4378.79,4322.59,803.35,906.17,4418.28
2024-10-17 14:00:00,4655.51,4631.61,802.79,870.08,4760.54
2024-10-17 14:30:00,5072.36,4986.18,1356.94,906.38,5084.92
2024-10-17 15:00:00,5633.4,5403.45,1562.63,934.86,5159.67
2024-10-17 15:30:00,6210.95,5885.82,1517.74,994.21,5399.43
2024-10-17 16:00:00,6848.83,6379.19,1399.37,1026.1,5500.27
2024-10-17 16:30:00,7554.1,6916.06,1398.5,1061.14,5557.88
2024-10-17 17:00:00,7946.27,7367.04,1462.92,1095.38,5575.61
2024-10-17 17:30:00,8238.56,7603.46,1468.64,1092.75,5454.28
2024-10-17 18:00:00,8364.41,7700.35,1458.96,1095.84,5474.65
2024-10-17 18:30:00,8376.96,7712.04,1479.39,1087.56,5415.8
2024-10-17 19:00:00,8277.41,7553.36,1494.37,1100.21,5313.44
2024-10-17 19:30:00,8113.31,7329.96,1433.07,1117.86,5135.77
2024-10-17 20:00:00,7983.6,7171.54,1358.08,1113.6,5029.96
2024-10-17 20:30:00,7712.52,7142.53,1340.7,1088.96,4824.28
2024-10-17 21:00:00,7534.55,6888.88,1336.54,1041.06,4592.63
2024-10-17 21:30:00,7462.9,6573.28,1292.81,960.66,4442.92
2024-10-17 22:00:00,7337.38,6358.92,1235.03,956.65,4302.1
2024-10-17 22:30:00,7190.83,6170.56,1189.13,939.93,4248.89
2024-10-17 23:00:00,6998.76,5986.02,1166.9,928.37,4332.65
2024-10-17 23:30:00,6888.48,5846.68,1216.32,898.64,4406.02
2024-10-18 00:00:00,6805.17,5651.62,1232.18,877.63,4220.96
2024-10-18 00:30:00,6593.69,5568.53,1273.32,884.48,4129.95
2024-10-18 01:00:00,6452.64,5458.78,1280.7,903.55,4038.21
2024-10-18 01:30:00,6279.31,5443.65,1253.1,900.06,3940.07
2024-10-18 02:00:00,6124.53,5352.77,1225.71,904.42,3897.27
2024-10-18 02:30:00,6126.06,5343.96,1191.27,890.02,3851.52
2024-10-18 03:00:00,6104.28,5355.84,1194.03,905.48,3836.14
2024-10-18 03:30:00,6162.96,5334.17,1160.84,919.5,3921.87
2024-10-18 04:00:00,6360.21,5447.15,1150.51,960.54,3963.3
2024-10-18 04:30:00,6645.05,5519.75,1162.77,992.89,4060.95
2024-10-18 05:00:00,6877.04,5634.82,1186.16,1045.23,4395.76
2024-10-18 05:30:00,7199.17,5622.26,1245.2,1101.6,4718.56
2024-10-18 06:00:00,7576.11,5696.68,1318.02,1160.12,5070.78
2024-10-18 06:30:00,7763.59,5639.9,1365.4,1194.65,5378.66
2024-10-18 07:00:00,7925.16,5414.81,1400.99,1210.81,5332.6
2024-10-18 07:30:00,7908.28,5179.66,1349.77,1211.92,5281.3
2024-10-18 08:00:00,7833.55,4896.91,1354.34,1219.88,5447.6
2024-10-18 08:30:00,7840.03,4607.77,1339.72,1230.07,5529.54
2024-10-18 09:00:00,7668.36,4413.37,1258.7,1241.16,5379.51
2024-10-18 09:30:00,7469.98,4258.57,1295.41,1227.71,5161.21
2024-10-18 10:00:00,7344.32,4237.06,1276.74,1206.16,5034.53
2024-10-18 10:30:00,7083.94,4358.4,1251.84,1200.21,4816.47
2024-10-18 11:00:00,6991.86,4386.68,1261.71,1206.29,4431.18
2024-10-18 11:30:00,6805.14,4644.77,1232.54,1219.42,3884.46
2024-10-18 12:00:00,6588.14,4512.04,1061.41,1210.08,3886.19
2024-10-18 12:30:00,6918.38,4456.97,799.01,1210.56,4038.71
2024-10-18 13:00:00,6619.78,4579.34,503.31,1200.45,4358.53
2024-10-18 13:30:00,6518.81,4664.97,370.6,1207.84,4452.92
2024-10-18 14:00:00,6354.56,4901.26,401.9,1208.72,4492.14
2024-10-18 14:30:00,6161.05,5404.44,525.29,1213.58,4573.18
2024-10-18 15:00:00,6108.61,5617.34,579.92,1202.44,4722.84
2024-10-18 15:30:00,6795.23,6290.78,587.87,1199.31,4852.63
2024-10-18 16:00:00,7352.19,6748.96,657.93,1203.08,4868.18
2024-10-18 16:30:00,7868.24,7206.34,736.62,1229.51,5016.74
2024-10-18 17:00:00,8087.46,7395.23,838.68,1232.14,5123.31
2024-10-18 17:30:00,8161.67,7543.87,1031.41,1220.25,5197.56
2024-10-18 18:00:00,8243.07,7581.12,1212.3,1203.74,5156.31
2024-10-18 18:30:00,8233.16,7573.87,1331.24,1186.03,5164.84
2024-10-18 19:00:00,8043.48,7410.05,1382.19,1180.04,5121.73
2024-10-18 19:30:00,7898.04,7217.76,1363.19,1155.2,5028.22
2024-10-18 20:00:00,7692.34,7076.15,1337.1,1134.74,4795.22
2024-10-18 20:30:00,7456.86,6988.98,1297.4,1102.95,4623.09
2024-10-18 21:00:00,7398.87,6796.78,1256.25,1070.04,4479.06
2024-10-18 21:30:00,7322.17,6560.67,1216.64,1032.58,4362.0
2024-10-18 22:00:00,7179.32,6401.89,1185.02,1011.27,4200.89
2024-10-18 22:30:00,7087.69,6240.95,1164.24,993.12,4153.35
2024-10-18 23:00:00,6887.08,6051.11,1125.53,978.52,4249.76
2024-10-18 23:30:00,6782.16,5874.5,1169.47,974.28,4253.92
2024-10-19 00:00:00,6618.83,5717.08,1200.0,972.24,4134.46
2024-10-19 00:30:00,6448.71,5583.33,1231.81,964.88,4012.03
2024-10-19 01:00:00,6253.24,5473.5,1208.49,957.12,3887.43
2024-10-19 01:30:00,6123.4,5446.33,1169.79,955.86,3770.75
2024-10-19 02:00:00,5989.9,5342.2,1123.58,952.13,3693.66
2024-10-19 02:30:00,5911.33,5320.62,1084.14,937.48,3607.21
2024-10-19 03:00:00,5864.38,5325.67,1046.9,938.32,3550.32
2024-10-19 03:30:00,5846.24,5278.88,1038.12,943.01,3566.12
2024-10-19 04:00:00,5882.95,5271.78,1021.5,950.98,3638.82
2024-10-19 04:30:00,5933.83,5332.8,1027.69,953.79,3650.24
2024-10-19 05:00:00,6068.04,5339.36,1038.05,976.87,3812.9
2024-10-19 05:30:00,6143.51,5238.67,1048.13,991.97,3904.8
2024-10-19 06:00:00,6088.18,5118.71,1052.14,986.52,4079.45
2024-10-19 06:30:00,5977.54,4865.09,994.44,1001.53,4217.54
2024-10-19 07:00:00,5821.3,4644.1,880.04,988.56,4244.87
2024-10-19 07:30:00,5675.92,4489.86,730.59,967.97,4156.29
2024-10-19 08:00:00,5482.99,4252.73,568.41,953.09,4024.78
2024-10-19 08:30:00,5293.4,4066.41,402.1,940.02,3783.36
2024-10-19 09:00:00,5124.06,3821.43,301.82,928.28,3446.03
2024-10-19 09:30:00,5150.56,3593.31,164.4,905.65,2935.17
2024-10-19 10:00:00,5378.25,3564.93,78.89,864.58,2510.91
2024-10-19 10:30:00,5593.39,3721.04,39.21,843.81,2402.27
2024-10-19 11:00:00,5725.25,3792.89,-41.6,837.5,2241.41
2024-10-19 11:30:00,5515.27,3939.8,-136.48,823.37,2125.96
2024-10-19 12:00:00,5421.64,3987.53,-186.41,801.34,2013.8
2024-10-19 12:30:00,5616.74,4110.58,-216.84,802.23,2016.11
2024-10-19 13:00:00,5598.77,4448.96,-216.46,785.3,2105.64
2024-10-19 13:30:00,5786.71,4855.5,-192.89,791.47,2165.9
2024-10-19 14:00:00,5918.22,5354.28,-175.62,797.93,2375.18
2024-10-19 14:30:00,6254.54,5729.46,-108.21,805.23,2618.49
2024-10-19 15:00:00,6467.3,6120.53,-33.45,836.7,2883.25
2024-10-19 15:30:00,6631.23,6549.56,104.75,881.74,3214.88
2024-10-19 16:00:00,6836.25,6923.84,271.06,915.91,3553.23
2024-10-19 16:30:00,6973.64,7338.17,412.25,931.16,3906.6
2024-10-19 17:00:00,7327.76,7638.16,628.51,960.64,4204.1
2024-10-19 17:30:00,7634.4,7829.5,842.63,1008.58,4534.22
2024-10-19 18:00:00,7753.0,7845.29,1021.62,1058.48,4675.61
2024-10-19 18:30:00,7776.82,7797.71,1139.68,1038.26,4770.58
2024-10-19 19:00:00,7747.98,7582.84,1192.55,1059.4,4836.08
2024-10-19 19:30:00,7614.11,7359.74,1195.77,1063.93,4746.3
2024-10-19 20:00:00,7498.36,7126.07,1188.22,1049.83,4678.87
2024-10-19 20:30:00,7362.29,7052.87,1187.43,1035.01,4549.92
2024-10-19 21:00:00,7236.76,6818.96,1174.56,1019.99,4429.92
2024-10-19 21:30:00,7189.13,6547.01,1142.18,1013.97,4324.96
2024-10-19 22:00:00,7027.87,6388.7,1121.06,979.72,4208.45
2024-10-19 22:30:00,6941.21,6184.93,1091.82,976.8,4163.7
2024-10-19 23:00:00,6778.46,6036.86,1078.45,967.69,4202.51
2024-10-19 23:30:00,6667.38,5879.49,1134.72,951.92,4220.61
2024-10-20 00:00:00,6569.22,5658.53,1146.39,936.54,4125.77
2024-10-20 00:30:00,6375.28,5567.04,1172.19,934.4,4013.22
2024-10-20 01:00:00,6214.18,5476.26,1157.77,946.63,3912.48
2024-10-20 01:30:00,6064.33,5423.51,1122.03,943.01,3784.74
2024-10-20 02:00:00,5925.23,5379.04,1090.24,937.65,3714.28
2024-10-20 02:30:00,5909.43,5314.84,1060.86,936.15,3653.02
2024-10-20 03:00:00,5859.93,5332.25,1030.28,939.2,3611.56
2024-10-20 03:30:00,5850.25,5264.15,1001.3,952.72,3635.72
2024-10-20 04:00:00,5871.35,5284.82,991.22,974.12,3661.58
2024-10-20 04:30:00,5884.17,5258.64,991.13,990.24,3707.56
2024-10-20 05:00:00,5948.3,5267.22,989.16,1008.21,3790.72
2024-10-20 05:30:00,5998.84,5154.94,1017.72,1015.15,3832.59
2024-10-20 06:00:00,5895.03,5021.64,1021.95,1011.36,3918.64
2024-10-20 06:30:00,5733.33,4748.18,976.97,1018.0,3780.35
2024-10-20 07:00:00,5589.92,4584.55,884.09,1019.72,3523.0
2024-10-20 07:30:00,5501.55,4461.17,716.98,1024.7,3253.9
2024-10-20 08:00:00,5186.46,4405.28,547.33,1015.75,3069.72
2024-10-20 08:30:00,4782.79,4279.15,374.4,1002.18,2846.48
2024-10-20 09:00:00,4403.8,3994.38,228.38,993.47,2617.08
2024-10-20 09:30:00,4251.97,3710.35,168.26,962.29,2508.48
2024-10-20 10:00:00,3946.61,3680.11,34.44,947.36,2432.3
2024-10-20 10:30:00,3752.84,3682.26,-32.81,929.12,2410.63
2024-10-20 11:00:00,3562.08,3640.62,-111.82,914.4,2407.11
2024-10-20 11:30:00,3383.39,3789.5,-97.44,891.57,2299.2
2024-10-20 12:00:00,3240.2,3880.42,-191.4,882.74,2271.98
2024-10-20 12:30:00,3186.58,3868.25,-124.58,885.62,2262.08
2024-10-20 13:00:00,3248.63,3961.11,-48.09,862.34,2255.63
2024-10-20 13:30:00,3406.25,4211.28,23.38,874.56,2371.04
2024-10-20 14:00:00,3707.4,4407.62,-40.54,885.06,2468.62
2024-10-20 14:30:00,4121.96,4638.93,-69.26,909.79,2576.46
2024-10-20 15:00:00,4692.94,4929.26,36.05,931.01,2643.38
2024-10-20 15:30:00,5282.27,5474.92,166.14,981.1,2880.09
2024-10-20 16:00:00,5888.26,5936.78,431.11,1047.02,3426.93
2024-10-20 16:30:00,6581.85,6468.61,475.18,1087.38,3855.4
2024-10-20 17:00:00,7138.4,6921.02,726.47,1125.48,4174.83
2024-10-20 17:30:00,7543.8,7237.88,913.44,1157.73,4440.23
2024-10-20 18:00:00,7721.09,7393.76,1077.16,1180.09,4644.31
2024-10-20 18:30:00,7807.6,7439.3,1207.82,1187.94,4773.23
2024-10-20 19:00:00,7736.86,7293.26,1271.27,1187.38,4873.67
2024-10-20 19:30:00,7648.57,7058.87,1285.42,1190.6,4828.05
2024-10-20 20:00:00,7458.18,6856.52,1254.36,1190.27,4705.1
2024-10-20 20:30:00,7260.3,6668.42,1236.73,1169.98,4565.96
2024-10-20 21:00:00,7106.15,6462.86,1218.2,1117.43,4463.37
2024-10-20 21:30:00,6974.57,6266.1,1184.91,1072.86,4315.68
2024-10-20 22:00:00,6845.34,6095.42,1149.51,1044.75,4221.0
2024-10-20 22:30:00,6722.19,5916.14,1121.5,1023.9,4149.92
2024-10-20 23:00:00,6569.57,5747.7,1093.9,1011.46,4210.5
2024-10-20 23:30:00,6483.51,5595.9,1136.98,990.79,4234.28
2024-10-21 00:00:00,6338.18,5511.93,1156.77,991.89,4122.35
2024-10-21 00:30:00,6194.36,5397.53,1202.04,982.96,3989.54
2024-10-21 01:00:00,6078.14,5309.11,1212.83,990.28,3910.1
2024-10-21 01:30:00,5994.98,5295.1,1188.5,990.77,3837.39
2024-10-21 02:00:00,5914.74,5288.43,1142.47,983.92,3770.75
2024-10-21 02:30:00,5832.43,5248.3,1096.04,992.08,3783.34
2024-10-21 03:00:00,5887.2,5256.48,1065.97,992.26,3770.19
2024-10-21 03:30:00,5961.47,5265.24,1039.19,1000.96,3822.52
2024-10-21 04:00:00,6146.02,5340.41,1057.93,1025.12,3981.18
2024-10-21 04:30:00,6289.23,5425.27,1097.09,1070.19,4147.93
2024-10-21 05:00:00,6644.81,5548.36,1128.74,1127.09,4510.41
2024-10-21 05:30:00,6924.32,5663.15,1195.11,1170.98,4874.92
2024-10-21 06:00:00,7106.18,5719.32,1253.96,1191.74,5143.47
2024-10-21 06:30:00,7106.99,5555.9,1212.22,1205.04,5149.11
2024-10-21 07:00:00,6925.42,5427.85,1169.55,1187.63,4760.38
2024-10-21 07:30:00,6695.19,5186.22,1216.35,1158.06,4402.92
2024-10-21 08:00:00,6389.89,4981.14,1037.89,1115.66,4040.76
2024-10-21 08:30:00,6187.64,4883.13,767.34,1057.79,3649.92
2024-10-21 09:00:00,6048.68,4724.11,658.38,1007.82,3184.38
2024-10-21 09:30:00,5913.73,4641.74,482.87,941.96,2750.31
2024-10-21 10:00:00,5649.56,4485.99,496.44,891.72,2772.76
2024-10-21 10:30:00,5375.21,4692.37,504.88,881.84,2603.04
2024-10-21 11:00:00,5095.38,4698.9,341.66,874.36,2329.41
2024-10-21 11:30:00,4896.83,4707.52,208.07,855.11,2508.55
2024-10-21 12:00:00,4773.73,4611.19,209.82,842.44,2453.76
2024-10-21 12:30:00,4590.48,4508.82,396.05,835.04,2552.22
2024-10-21 13:00:00,4478.51,4496.86,447.43,819.23,2597.28
2024-10-21 13:30:00,4516.6,4611.65,331.75,818.32,2711.03
2024-10-21 14:00:00,4633.82,4813.96,584.73,814.42,2901.43
2024-10-21 14:30:00,4901.97,5033.98,591.68,842.52,3147.83
2024-10-21 15:00:00,5365.48,5498.15,671.3,866.89,3466.47
2024-10-21 15:30:00,5915.37,6063.94,814.96,894.38,3853.47
2024-10-21 16:00:00,6497.85,6502.65,882.61,942.08,4348.47
2024-10-21 16:30:00,7164.71,6994.44,1037.29,994.93,4891.41
2024-10-21 17:00:00,7678.85,7325.89,1260.5,1054.78,5253.5
2024-10-21 17:30:00,7986.9,7618.48,1378.92,1073.49,5396.05
2024-10-21 18:00:00,8000.82,7705.65,1523.63,1083.27,5542.69
2024-10-21 18:30:00,8093.19,7786.15,1563.82,1072.26,5606.81
2024-10-21 19:00:00,8047.96,7642.18,1542.1,1070.3,5615.0
2024-10-21 19:30:00,7925.54,7408.72,1549.27,1068.72,5481.2
2024-10-21 20:00:00,7784.41,7210.19,1499.37,1055.08,5337.38
2024-10-21 20:30:00,7599.21,7094.08,1446.02,1033.7,5111.22
2024-10-21 21:00:00,7441.98,6907.22,1406.82,1029.97,4849.0
2024-10-21 21:30:00,7301.47,6601.37,1333.12,1013.99,4659.34
2024-10-21 22:00:00,7186.12,6392.72,1298.35,997.38,4480.32
2024-10-21 22:30:00,7079.7,6138.19,1248.08,993.68,4393.51
2024-10-21 23:00:00,6932.9,5954.41,1219.98,998.01,4433.83
2024-10-21 23:30:00,6839.4,5780.63,1271.77,963.97,4412.02
2024-10-22 00:00:00,6712.67,5631.55,1295.64,922.99,4266.98
2024-10-22 00:30:00,6518.63,5507.09,1323.17,915.01,4077.83
2024-10-22 01:00:00,6362.16,5466.9,1328.72,889.34,3964.36
2024-10-22 01:30:00,6237.75,5404.12,1300.78,915.3,3775.89
2024-10-22 02:00:00,6126.12,5212.64,1255.95,898.04,3726.47
2024-10-22 02:30:00,6063.98,5116.36,1223.42,904.82,3724.53
2024-10-22 03:00:00,6060.54,5327.99,1168.79,925.06,3764.72
2024-10-22 03:30:00,6107.38,5361.09,1144.2,937.59,3822.93
2024-10-22 04:00:00,6277.88,5422.59,1141.56,942.3,3920.32
2024-10-22 04:30:00,6529.79,5500.14,1157.03,974.94,4104.25
2024-10-22 05:00:00,6836.86,5638.23,1163.71,1004.94,4388.6
2024-10-22 05:30:00,7128.94,5650.03,1228.1,1042.87,4697.74
2024-10-22 06:00:00,7045.49,5671.26,1260.48,1079.23,4944.22
2024-10-22 06:30:00,6818.86,5566.05,1293.17,1101.56,4860.52
2024-10-22 07:00:00,6349.2,5399.0,1194.49,1066.38,4599.56
2024-10-22 07:30:00,5872.31,5182.82,1171.91,1038.44,4255.33
2024-10-22 08:00:00,5421.55,4840.63,1090.29,1007.81,4236.3
2024-10-22 08:30:00,4954.87,4504.98,1034.35,966.3,4054.48
2024-10-22 09:00:00,4860.72,4349.03,1010.4,938.22,3903.44
2024-10-22 09:30:00,4816.7,4615.44,1001.67,915.21,3636.94
2024-10-22 10:00:00,4215.77,4765.78,860.13,940.95,3501.3
2024-10-22 10:30:00,4134.96,4912.67,929.35,924.56,3261.31
2024-10-22 11:00:00,4236.55,4883.9,829.91,934.7,3114.1
2024-10-22 11:30:00,3900.3,4740.03,847.39,931.77,3018.06
2024-10-22 12:00:00,3852.79,4592.44,777.7,939.36,3012.44
2024-10-22 12:30:00,4040.68,4396.06,593.28,944.55,3145.76
2024-10-22 13:00:00,3970.63,4382.3,707.63,921.39,3247.89
2024-10-22 13:30:00,4194.48,4548.5,824.3,967.61,3608.61
2024-10-22 14:00:00,4537.26,4860.55,874.96,977.61,3721.84
2024-10-22 14:30:00,5043.28,5163.22,803.24,988.58,3993.64
2024-10-22 15:00:00,5547.95,5615.58,935.88,978.75,4293.38
2024-10-22 15:30:00,6301.56,6106.98,967.68,996.85,4747.5
2024-10-22 16:00:00,6773.16,6567.73,1019.45,1026.15,4889.93
2024-10-22 16:30:00,7289.81,7042.44,1183.48,1058.94,4941.25
2024-10-22 17:00:00,7830.82,7447.27,1318.25,1101.16,5124.25
2024-10-22 17:30:00,8213.63,7694.87,1384.8,1097.09,5271.11
2024-10-22 18:00:00,8338.56,7736.22,1430.22,1115.21,5348.47
2024-10-22 18:30:00,8344.25,7807.51,1434.38,1123.04,5422.2
2024-10-22 19:00:00,8267.88,7664.76,1448.09,1131.34,5413.47
2024-10-22 19:30:00,8085.37,7400.58,1429.63,1135.93,5274.44
2024-10-22 20:00:00,7847.64,7217.04,1415.56,1139.82,5091.72
2024-10-22 20:30:00,7662.25,7084.61,1389.77,1107.09,4916.0
2024-10-22 21:00:00,7485.85,6909.41,1327.2,1076.84,4730.08
2024-10-22 21:30:00,7370.39,6706.02,1275.25,1053.29,4617.58
2024-10-22 22:00:00,7204.66,6449.16,1255.9,1033.2,4414.08
2024-10-22 22:30:00,7074.87,6220.04,1224.68,1029.69,4359.55
2024-10-22 23:00:00,6975.19,6042.35,1195.28,1014.92,4484.33
2024-10-22 23:30:00,6818.85,5882.15,1245.74,993.79,4461.5
2024-10-23 00:00:00,6735.68,5725.57,1266.76,994.57,4329.96
2024-10-23 00:30:00,6559.85,5616.11,1289.93,1007.53,4223.1
2024-10-23 01:00:00,6350.9,5533.09,1289.8,997.14,4116.11
2024-10-23 01:30:00,6233.03,5458.45,1237.65,996.64,4026.06
2024-10-23 02:00:00,6091.38,5397.65,1213.99,1014.78,3990.14
2024-10-23 02:30:00,6060.12,5406.2,1164.84,1017.16,3962.47
